The Monthly electricity data explorer and the main highlights are available here: https://www.iea.org/reports/monthly-electricity-statistics-overview,,,,,
,,,,,
Please note that your use of IEA data is subject to the Terms and Conditions found on the IEA’s website here: https://www.iea.org/terms ,,,,,
"In particular, external dissemination of any IEA data, including within software or other tools, requires specific permission and may be subject to an additional licence fee.",,,,,
Please contact us at stats@iea.org if you have any questions on the terms.,,,,,
Last update:,13 August 2026,,,,
"This notice, and any copyright or sourcing statements in the file, must not be removed from this file.",,,,,
,,,,,
Country,Time,Balance,Product,Value,Unit
Australia,May 2026,Net Electricity Production,Electricity,22267.3136,GWh
Australia,May 2026,Net Electricity Production,Hydro,1272.3615,GWh
Australia,May 2026,Net Electricity Production,Total Combustible Fuels,14096.8715,GWh
Australia,May 2026,Net Electricity Production,"Coal, Peat and Manufactured Gases",9767.2209,GWh
Australia,May 2026,Net Electricity Production,Oil and Petroleum Products,368.8426,GWh
Australia,May 2026,Net Electricity Production,Natural Gas,3708.2915,GWh
Australia,May 2026,Net Electricity Production,Combustible Renewables,252.5164,GWh
Australia,May 2026,Net Electricity Production,Solar,3435.6986,GWh
Australia,May 2026,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8422.9585,GWh
Australia,May 2026,Used for pumped storage,Electricity,128.7868,GWh
Australia,May 2026,Distribution Losses,Electricity,1121.2409,GWh
Australia,May 2026,Final Consumption (Calculated),Electricity,21017.2858,GWh
Australia,May 2026,Net Electricity Production,Wind,3462.382,GWh
Austria,May 2026,Net Electricity Production,Electricity,6032.2192,GWh
Austria,May 2026,Net Electricity Production,Hydro,2906.153,GWh
Austria,May 2026,Net Electricity Production,Total Combustible Fuels,703.688,GWh
Austria,May 2026,Net Electricity Production,"Coal, Peat and Manufactured Gases",140.7839,GWh
Austria,May 2026,Net Electricity Production,Oil and Petroleum Products,48.3395,GWh
Austria,May 2026,Net Electricity Production,Natural Gas,138.1349,GWh
Austria,May 2026,Net Electricity Production,Combustible Renewables,324.9946,GWh
Austria,May 2026,Net Electricity Production,Other Combustible Non-Renewables,51.4351,GWh
Austria,May 2026,Net Electricity Production,Solar,1604.712,GWh
Austria,May 2026,Net Electricity Production,Not Specified,0.7321,GWh
Austria,May 2026,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5652.7937,GWh
Austria,May 2026,Total Imports,Electricity,1879.8469,GWh
Austria,May 2026,Total Exports,Electricity,1889.0169,GWh
Austria,May 2026,Used for pumped storage,Electricity,623.5801,GWh
Austria,May 2026,Distribution Losses,Electricity,218.9841,GWh
Austria,May 2026,Final Consumption (Calculated),Electricity,5180.4849,GWh
Austria,May 2026,Net Electricity Production,Wind,816.9341,GWh
Belgium,May 2026,Net Electricity Production,Electricity,4407.0186,GWh
Belgium,May 2026,Net Electricity Production,Hydro,101.1686,GWh
Belgium,May 2026,Net Electricity Production,Total Combustible Fuels,1885.5361,GWh
Belgium,May 2026,Net Electricity Production,"Coal, Peat and Manufactured Gases",195.8868,GWh
Belgium,May 2026,Net Electricity Production,Oil and Petroleum Products,10.299,GWh
Belgium,May 2026,Net Electricity Production,Natural Gas,1307.164,GWh
Belgium,May 2026,Net Electricity Production,Combustible Renewables,283.637,GWh
Belgium,May 2026,Net Electricity Production,Other Combustible Non-Renewables,88.5493,GWh
Belgium,May 2026,Net Electricity Production,Solar,1574.2474,GWh
Belgium,May 2026,Net Electricity Production,Not Specified,84.6227,GWh
Belgium,May 2026,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2720.4968,GWh
Belgium,May 2026,Total Imports,Electricity,3673.3797,GWh
Belgium,May 2026,Total Exports,Electricity,1033.5086,GWh
Belgium,May 2026,Used for pumped storage,Electricity,107.8709,GWh
Belgium,May 2026,Distribution Losses,Electricity,272.9697,GWh
Belgium,May 2026,Final Consumption (Calculated),Electricity,6666.0492,GWh
Belgium,May 2026,Net Electricity Production,Wind,761.4439,GWh
Canada,May 2026,Net Electricity Production,Electricity,49254.5016,GWh
Canada,May 2026,Net Electricity Production,Nuclear,6203.7158,GWh
Canada,May 2026,Net Electricity Production,Hydro,28646.3833,GWh
Canada,May 2026,Net Electricity Production,Total Combustible Fuels,9068.1916,GWh
Canada,May 2026,Net Electricity Production,"Coal, Peat and Manufactured Gases",936.9039,GWh
Canada,May 2026,Net Electricity Production,Oil and Petroleum Products,313.6338,GWh
Canada,May 2026,Net Electricity Production,Natural Gas,7155.6308,GWh
Canada,May 2026,Net Electricity Production,Combustible Renewables,653.3503,GWh
Canada,May 2026,Net Electricity Production,Other Combustible Non-Renewables,8.6728,GWh
Canada,May 2026,Net Electricity Production,Solar,962.9799,GWh
Canada,May 2026,Net Electricity Production,Not Specified,26,GWh
Canada,May 2026,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",34609.9445,GWh
Canada,May 2026,Total Imports,Electricity,1302.9052,GWh
Canada,May 2026,Total Exports,Electricity,4607.3448,GWh
Canada,May 2026,Used for pumped storage,Electricity,17.5109,GWh
Canada,May 2026,Distribution Losses,Electricity,2129.2781,GWh
Canada,May 2026,Final Consumption (Calculated),Electricity,43803.273,GWh
Canada,May 2026,Net Electricity Production,Wind,4347.2309,GWh
Chile,May 2026,Net Electricity Production,Electricity,8271.4745,GWh
Chile,May 2026,Net Electricity Production,Hydro,1424.1651,GWh
Chile,May 2026,Net Electricity Production,Total Combustible Fuels,4050.4846,GWh
Chile,May 2026,Net Electricity Production,"Coal, Peat and Manufactured Gases",1421.4365,GWh
Chile,May 2026,Net Electricity Production,Oil and Petroleum Products,701.001,GWh
Chile,May 2026,Net Electricity Production,Natural Gas,1369.6193,GWh
Chile,May 2026,Net Electricity Production,Combustible Renewables,558.4278,GWh
Chile,May 2026,Net Electricity Production,Geothermal,10.6344,GWh
Chile,May 2026,Net Electricity Production,Solar,1681.958,GWh
Chile,May 2026,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4779.4177,GWh
Chile,May 2026,Distribution Losses,Electricity,496.1184,GWh
Chile,May 2026,Final Consumption (Calculated),Electricity,7775.356,GWh
Chile,May 2026,Net Electricity Production,Wind,1104.2325,GWh
Colombia,May 2026,Net Electricity Production,Electricity,8078.7868,GWh
Colombia,May 2026,Net Electricity Production,Hydro,5406.1829,GWh
Colombia,May 2026,Net Electricity Production,Total Combustible Fuels,2010.3113,GWh
Colombia,May 2026,Net Electricity Production,"Coal, Peat and Manufactured Gases",702.8821,GWh
Colombia,May 2026,Net Electricity Production,Oil and Petroleum Products,257.4877,GWh
Colombia,May 2026,Net Electricity Production,Natural Gas,973.1596,GWh
Colombia,May 2026,Net Electricity Production,Combustible Renewables,76.7818,GWh
